id,st,end,time,stdev
0,0,1,1.1677890269160272,0.014109617934365094
1,0,2,2.46663139295578,0.5531530453836497
2,0,3,6.934064407348632,0.26072996298752793
3,0,4,6.513708943367004,0.23045285123666479
4,0,5,2.368568510770798,0.41492945237713047
5,1,2,0.8770402874350548,0.015389215035078459
6,1,3,2.0520606104135513,0.02574460318463892
7,1,4,2.6666300160884857,0.026941579265835246
8,1,5,1.0441820787191392,0.02195661900896884
9,2,3,1.924291231751442,0.01766123855639656
10,2,4,1.5257134397029877,0.3927231255297026
11,2,5,0.6681482879817486,0.019980830611805684
12,3,4,1.9292237145900726,0.3494293851078376
13,3,5,2.60254572725296,0.35832549505010025
14,4,5,0.6673308475017548,0.020266485083405825
15,5,6,0.9242986881136894,0.02374189536602384
16,5,7,2.8589352331161497,0.03110844425845958
17,5,8,0.7901498880386353,0.03613596396468614
18,5,9,2.9012428488731383,0.46307949591799175
19,5,10,2.1039891518354414,0.5632037894381791
20,5,11,0.6744726718366146,0.01963787567023479
21,6,7,1.316620798945427,0.01937236952118643
22,6,8,2.403307238340378,0.025271417193775094
23,7,8,0.7984581423699856,0.01710397001811888
24,8,9,0.9237730884552002,0.01598319616689358
25,8,10,0.9615879698991775,0.02327706539514887
26,8,11,0.4492004472911358,0.02194639870058696
27,9,10,0.9348125120997429,0.014442046645649147
28,9,11,1.171672607421875,0.030401827799950962
29,10,11,0.44655443182587623,0.015336709916983082
30,11,12,0.5151738887131214,0.012842654579076953
31,11,13,1.2321603497862816,0.3990209397089682
32,11,14,0.474001504778862,0.010752464510033234
33,11,17,0.6998784957528115,0.012055561221847401
34,11,18,1.858406109690666,0.3957764693030872
35,11,19,1.5268131191730498,0.023567381835719384
36,11,20,0.7035615049004554,0.022441677824776587
37,12,13,0.7773176642656326,0.030675507593427416
38,12,14,1.1247368309497834,0.4382133648509575
39,13,14,0.48318323311209677,0.016639278625128682
40,14,15,0.5157246404290199,0.01578306359741798
41,14,16,1.1761581742763518,0.019838364271464026
42,14,17,0.4747857602536678,0.014834072997498667
43,14,18,1.176344444811344,0.019790762863097416
44,14,19,0.9122839996218681,0.02114197696404137
45,14,20,0.5101789120733738,0.012946891781474535
46,15,16,0.7765042549967766,0.015330778014449636
47,15,17,1.0628598401546479,0.020306123116719588
48,16,17,0.48360006484389306,0.02287256030574455
49,17,18,0.5145571835339069,0.0095062649727052
50,17,19,0.6099023998677731,0.46365597782211576
51,17,20,0.4163269439041615,0.020757507060461085
52,18,19,0.656992288172245,0.014727246946945263
53,18,20,0.7520582080185413,0.047098852490767736
54,19,20,0.3642100794911385,0.012078388224261456
55,20,21,0.43644969660043714,0.012420646735695847
56,20,22,1.0856517121195792,0.02026021707791231
57,20,23,0.5196750404834747,0.4409292933329538
58,20,26,0.6947560006976128,0.021576633894983568
