id,st,end,time,stdev,breaks
97,27,28,0.7769836158752441,0.050119585811303,"27,28"
98,27,29,1.3264316474199296,0.0652554208604475,"27,28,29"
99,28,29,0.5494480315446854,0.0151358350491445,"28,29"
100,29,30,0.5136591356992721,0.0138460191045182,"29,30"
101,29,31,1.3116056964993477,0.291829903749795,"29,30,31"
102,29,32,0.7260484151542187,0.0172419974630095,"29,32"
103,29,35,1.6619100810289382,0.0214371729164435,"29,35"
104,29,38,1.6691025296449662,0.0194289339838778,"29,38"
105,29,39,2.428848000526428,0.0391758422428439,"29,38,39"
106,29,40,3.0544423028230665,0.0403646882842222,"29,38,40"
107,29,41,2.111578530192375,0.0207046939481911,"29,41"
108,30,31,0.7979465608000755,0.2779838846452768,"30,31"
109,30,32,1.4853175694942475,0.3071305267760015,"30,31,32"
110,30,35,2.4937065609097484,0.7139814290629258,"30,31,32,35"
111,30,38,3.4460459852814678,0.7591012651443643,"30,31,32,35,38"
112,30,39,4.20579145616293,0.7788481734033303,"30,31,32,35,38,39"
113,30,40,4.831385758459568,0.7800370194447087,"30,31,32,35,38,40"
114,30,41,3.6908092175126077,0.7343378519905163,"30,31,32,35,41"
115,31,32,0.6873710086941719,0.0291466421307247,"31,32"
116,31,35,1.6957600001096726,0.4359975444176491,"31,32,35"
117,31,38,2.648099424481392,0.4811173804990875,"31,32,35,38"
118,31,39,3.407844895362854,0.5008642887580536,"31,32,35,38,39"
119,31,40,4.033439197659492,0.5020531347994319,"31,32,35,38,40"
120,31,41,2.8928626567125324,0.4563539673452395,"31,32,35,41"
121,32,33,0.7635667511820793,0.0180297294250341,"32,33"
122,32,34,1.6680541737675665,0.0343517089198174,"32,33,34"
123,32,35,1.0083889914155006,0.4068509022869244,"32,35"
124,32,38,1.96072841578722,0.45197073836836277,"32,35,38"
125,32,39,2.720473886668682,0.47171764662732885,"32,35,38,39"
126,32,40,3.3460681889653205,0.47290649266870716,"32,35,38,40"
127,32,41,2.20549164801836,0.42720732521451477,"32,35,41"
128,33,34,0.9044874225854872,0.0163219794947833,"33,34"
129,33,35,1.7998940784335136,0.037345359183848806,"33,34,35"
130,34,35,0.8954066558480263,0.0210233796890655,"34,35"
131,35,36,0.7605172488689422,0.0284890325234069,"35,36"
132,35,37,1.6615558418631555,0.045812425559032394,"35,36,37"
133,35,38,0.9523394243717194,0.0451198360814384,"35,38"
134,35,39,1.7120848952531813,0.0648667443404045,"35,38,39"
135,35,40,2.3376791975498197,0.0660555903817828,"35,38,40"
136,35,41,1.1971026566028595,0.0203564229275904,"35,41"
137,36,37,0.9010385929942132,0.0173233930356255,"36,37"
138,36,38,1.8565821447968482,0.4219545430139586,"36,37,38"
139,37,38,0.9555435518026352,0.4046311499783331,"37,38"
140,38,39,0.759745470881462,0.0197469082589661,"38,39"
141,38,40,1.3853397731781003,0.0209357543003444,"38,40"
142,38,41,0.6095576651096344,0.0191972719217743,"38,41"
143,39,40,0.7292089265584946,0.0629308750881617,"39,40"
144,39,41,1.235324158847332,0.08732238482235889,"39,40,41"
145,40,41,0.5061152322888375,0.0243915097341972,"40,41"
146,41,42,0.6764224966168404,0.4333726878903329,"41,42"
147,41,43,1.3791108792424203,0.4852480870592909,"41,42,43"
148,41,44,0.811190495789051,0.0194387370820836,"41,44"
149,41,47,1.4249973744153976,0.0190586641085827,"41,47"
150,41,48,2.032675166398287,0.0380518215553239,"41,47,48"
151,41,49,2.735827581435442,0.08953260153234699,"41,47,48,49"
152,41,50,2.474259588956833,0.0222591112702706,"41,50"
153,42,43,0.7026883826255799,0.051875399168958,"42,43"
154,42,44,1.34087305483222,0.0745562539580538,"42,43,44"
155,43,44,0.6381846722066402,0.0226808547890958,"43,44"
156,44,45,0.6839303362369538,0.4583932067064055,"44,45"
157,44,46,1.3768878087997436,0.5084707971184682,"44,45,46"
158,44,47,0.8130030080676078,0.0242284725086864,"44,47"
159,44,48,1.420680800050497,0.043221629955427596,"44,47,48"
160,44,49,2.123833215087652,0.09470240993245069,"44,47,48,49"
161,44,50,2.0622405764460563,0.0429259874052272,"44,47,50"
162,45,46,0.69295747256279,0.0500775904120627,"45,46"
163,45,47,1.3302918404638766,0.0727654301988159,"45,46,47"
164,46,47,0.6373343679010868,0.0226878397867532,"46,47"
165,47,48,0.6076777919828892,0.0189931574467412,"47,48"
166,47,49,1.3108302070200444,0.0704739374237643,"47,48,49"
167,47,50,1.2492375683784485,0.0186975148965408,"47,50"
168,48,49,0.7031524150371552,0.0514807799770231,"48,49"
169,48,50,1.7141346539855005,0.5832645094789359,"48,49,50"
170,49,50,1.0109822389483452,0.5317837295019129,"49,50"
